campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,product,no_of_CTA,mean_CTA_len,no_of_image,is_personalised,no_of_quotes,is_timer,no_of_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
266,3,93,10405,25,0,0,Evening,6,26,0,28,0,0,0,0,0,0,0,0,14,0.19922817173178967
267,3,115,15957,26,0,0,Evening,6,26,11,19,2,0,1,0,0,0,0,0,8,0.023410490270323662
268,3,95,12232,21,5,1,Evening,15,6,4,32,0,0,0,0,0,0,0,1,12,0.002251958
269,3,86,12266,22,5,1,Evening,15,1,4,35,0,0,0,0,0,0,0,1,12,0.005484513
270,3,89,8477,21,6,1,Evening,2,11,3,33,0,0,1,0,0,0,0,1,14,0.1672609400324149
271,3,87,9687,54,4,0,Evening,15,9,2,30,1,0,1,0,2,0,0,0,16,0.005566334
272,3,98,15906,25,4,0,Evening,6,26,11,21,2,0,1,0,0,0,0,0,15,0.018580066
273,3,93,10909,27,4,0,Evening,2,11,4,23,2,0,2,0,0,0,0,0,12,0.022277228
274,3,109,5766,33,4,0,Evening,2,11,3,25,0,0,0,0,0,0,0,0,14,0.2792792792792793
275,3,81,11111,57,4,0,Noon,2,11,4,35,2,0,1,0,0,0,0,0,16,0.008157285
276,3,79,11062,31,3,0,Evening,2,11,4,28,2,0,2,0,0,0,0,0,11,0.00514386
277,3,62,1514,89,3,0,Evening,2,11,0,22,0,0,1,0,0,0,0,0,12,0.18309859154929575
278,3,62,1526,90,3,0,Evening,2,11,0,22,1,0,1,0,0,0,0,0,12,0.4666666666666667
279,3,81,11111,57,3,0,Evening,2,11,4,35,2,0,1,0,0,0,0,0,16,0.009722005
280,3,97,14811,20,2,0,Evening,6,26,5,36,2,0,0,0,0,0,0,0,4,0.00368613
281,3,72,7089,63,2,0,Noon,15,6,3,29,1,0,1,0,1,0,0,0,16,0.001919017
282,3,85,11468,42,2,0,Noon,15,1,4,34,2,0,0,0,1,0,0,0,5,0.007002224
283,3,77,11062,31,1,0,Evening,2,11,4,28,2,0,2,0,0,0,0,0,15,0.012603101286704058
284,3,83,4945,58,1,0,Evening,2,11,2,29,0,0,2,0,0,0,0,1,14,0.041055718
285,3,109,5767,33,2,0,Evening,2,11,3,25,0,0,0,0,0,0,0,0,14,0.2517605633802817
286,3,93,13358,22,0,0,Evening,6,26,5,36,0,0,0,0,0,0,0,0,0,0.019732220339683457
287,3,61,11967,28,2,0,Morning,10,42,5,30,1,0,2,0,2,0,0,0,12,0.10683760683760683
288,3,58,15387,38,0,0,Evening,2,11,5,20,0,0,0,0,0,0,0,0,1,0.011516840550712209
289,3,79,11068,31,5,1,Noon,2,11,4,28,2,0,2,0,0,0,0,0,2,0.014792239649148891
290,3,83,4901,55,5,1,Morning,2,11,2,17,0,0,2,0,0,0,0,0,14,0.043343653
291,3,84,6892,47,5,1,Morning,15,9,2,30,1,0,0,0,0,0,0,0,10,0.00595984
292,3,66,15402,31,4,0,Noon,2,11,3,24,0,0,2,0,0,0,0,0,10,0.011970803
293,3,79,11068,31,4,0,Evening,2,11,4,28,2,0,2,0,0,0,0,0,4,0.031943534890489705
294,3,112,18871,13,3,0,Evening,15,13,10,33,2,0,0,0,1,0,0,1,12,0.002892669
295,3,98,13358,22,4,0,Evening,6,26,5,36,0,0,0,0,0,0,0,0,5,0.028435274
296,3,70,7752,23,3,0,Evening,10,42,0,31,1,0,1,0,0,0,0,0,12,0.15070921985815602
297,3,79,16859,15,3,0,Evening,10,42,3,31,1,0,1,0,2,0,0,0,14,0.041326446
298,3,103,24423,15,2,0,Evening,15,13,11,29,2,0,1,0,0,0,0,0,16,0.003909849
299,3,83,22487,21,2,0,Evening,2,11,6,32,1,0,4,0,0,0,0,0,10,0.023980815347721826
300,3,83,23963,21,2,0,Evening,2,11,12,30,2,0,3,0,0,0,0,0,15,0.003912318
301,3,70,17473,18,2,0,Noon,10,42,7,27,0,0,1,0,1,0,0,0,12,0.002615519
302,3,86,22487,21,1,0,Evening,2,11,6,32,1,0,4,0,0,0,0,0,10,0.012457178449081284
303,3,86,23979,21,1,0,Evening,2,11,12,29,2,0,4,0,0,0,0,0,16,0.003816201
304,3,84,4901,55,1,0,Evening,2,11,2,17,0,0,2,0,0,0,0,0,14,0.073717949
305,3,103,24423,15,0,0,Evening,15,13,11,29,2,0,1,0,0,0,0,0,5,0.003527337
306,3,90,31389,12,5,1,Noon,2,11,15,18,1,0,1,0,1,0,0,0,10,0.008474576
307,3,83,4903,55,5,1,Noon,2,11,2,17,0,0,2,0,0,0,0,0,14,0.09252669
308,3,104,13751,47,5,1,Noon,15,9,3,32,0,0,0,0,0,0,0,0,16,0.007333137
309,0,83,6502,129,3,0,Evening,15,9,3,28,1,0,0,0,0,0,5499,0,15,0.008068353
310,3,87,31383,12,3,0,Evening,2,11,16,18,1,0,1,0,0,0,0,0,16,0.004019652
311,3,92,13759,32,2,0,Evening,15,9,4,30,1,0,1,0,0,0,0,0,16,0.008376354
312,3,93,11378,41,2,0,Evening,2,11,5,28,0,0,1,0,0,0,0,0,15,0.002080583
313,3,83,4903,55,1,0,Evening,2,11,2,17,0,0,2,0,0,0,0,0,14,0.061946903
314,3,113,10815,51,1,0,Evening,15,9,3,35,1,0,0,0,1,0,0,0,16,0.003524428
315,3,72,11378,41,1,0,Evening,2,11,5,28,0,0,1,0,0,0,0,0,16,0.00449065
316,3,98,10815,51,1,0,Evening,15,9,3,35,1,0,0,0,1,0,0,0,15,0.003487915
317,3,72,12840,35,1,0,Noon,2,11,5,27,0,0,1,0,0,0,0,0,11,0.006527652
318,3,65,12087,31,2,0,Noon,10,42,5,31,0,0,2,0,2,0,0,0,12,0.101026046
319,3,80,19716,25,5,1,Evening,15,9,10,21,1,0,1,0,0,0,0,0,16,0.013136729222520108
320,3,97,14333,53,6,1,Noon,2,11,4,25,1,0,6,0,0,0,0,0,10,0.023560209
321,3,79,8851,40,4,0,Evening,15,9,3,31,1,0,0,0,0,0,0,0,16,0.002275031
322,0,83,6456,125,5,1,Evening,15,9,3,33,1,0,0,0,0,0,0,0,15,0.007478768
323,3,81,11378,41,0,0,Evening,2,11,6,28,0,0,1,0,0,0,0,0,1,0.006138374
324,3,97,12874,60,4,0,Noon,2,11,7,27,2,0,6,0,0,0,0,0,16,0.003238776
325,3,72,8993,61,3,0,Evening,15,9,2,30,0,0,0,0,0,0,0,0,12,0.009128631
326,3,88,9951,44,3,0,Evening,15,9,4,27,1,0,0,0,0,0,0,0,16,0.004766667
327,3,97,12876,60,3,0,Evening,2,11,7,27,2,0,6,0,0,0,0,0,16,0.005784421
328,3,71,10720,45,2,0,Evening,15,9,4,27,1,0,1,0,0,0,0,0,13,0.008007036
329,3,94,9956,78,2,0,Evening,2,11,5,27,2,0,1,0,0,0,0,0,15,0.004309564
330,3,73,7783,34,1,0,Evening,2,11,2,24,1,0,3,0,0,0,0,0,14,0.0625
331,3,57,10296,32,1,0,Evening,15,9,3,25,2,0,1,0,0,0,0,0,9,0.002923361
332,3,77,17347,15,2,0,Noon,10,42,7,28,0,0,1,0,0,0,0,0,12,0.008890143
333,3,84,16981,16,2,0,Evening,10,42,0,31,1,0,1,0,0,0,0,0,14,0.023722165991902838
334,3,86,11375,65,1,0,Noon,2,11,4,27,2,0,1,0,0,0,0,0,10,0.035080956
335,3,44,5427,65,0,0,Evening,15,9,1,32,0,0,0,0,0,0,0,0,12,0.004644768
336,3,161,6569,126,0,0,Evening,2,11,5,21,2,0,1,0,0,0,0,0,1,0.005162812
337,3,92,9400,57,6,1,Evening,15,9,4,20,0,0,0,0,0,0,0,0,12,0.001637073
338,3,84,12641,41,5,1,Noon,2,11,5,29,2,0,1,0,0,0,0,0,10,0.035117057
339,3,92,9403,57,4,0,Evening,15,9,4,21,0,0,0,0,0,0,0,0,10,0.002505312
340,3,83,11196,48,4,0,Noon,2,11,6,31,2,0,1,0,0,0,0,0,16,0.006975944
341,3,91,9222,38,3,0,Evening,15,9,4,37,0,0,0,0,0,0,0,0,16,0.010703156753827395
342,3,62,1545,91,3,0,Evening,2,11,0,22,1,1,1,0,0,0,0,0,12,0.5263157894736842
343,3,57,5703,78,2,0,Evening,15,9,2,36,0,0,1,0,0,0,0,0,12,0.003468628
344,3,83,11196,48,3,0,Evening,2,11,6,31,2,0,1,0,0,0,0,0,16,0.009547295
345,3,85,17600,19,5,1,Noon,10,42,7,31,2,0,1,0,1,0,0,0,12,0.005339205
346,3,86,6002,95,2,0,Evening,2,11,4,42,2,0,0,0,0,0,0,0,15,0.010196993003523048
347,3,80,3413,52,2,0,Noon,6,10,2,13,1,0,0,0,0,0,0,0,12,0.030845157310302282
348,3,57,5703,78,1,0,Evening,15,9,2,36,0,0,1,0,0,0,0,0,9,0.007925437
349,3,87,7597,79,1,0,Noon,2,11,4,30,2,0,0,0,0,0,0,0,10,0.049624687
350,3,96,23563,23,1,0,Evening,15,13,10,29,1,0,1,0,0,0,0,0,12,0.004124623
351,3,62,1554,94,6,1,Evening,2,11,0,22,0,0,1,0,0,0,0,0,12,0.42857142857142855
352,3,74,14927,30,4,0,Noon,2,11,5,30,0,0,1,0,0,0,0,0,11,0.007271488
353,3,55,7473,74,4,0,Noon,15,9,3,28,2,0,1,0,0,0,0,0,10,0.005545625
354,3,94,11795,35,1,0,Evening,2,11,4,27,2,0,2,0,0,0,0,0,5,0.11779835390946505
355,3,74,14927,30,4,0,Noon,2,11,5,30,0,0,1,0,0,0,0,0,10,0.025567079
356,3,167,11795,35,1,0,Evening,2,11,4,27,2,0,2,0,0,0,0,0,12,0.012810726169504795
357,3,42,7138,61,5,1,Morning,6,10,3,28,2,0,0,0,0,0,0,0,14,0.11475409836065575
358,3,61,7138,61,3,0,Evening,6,10,3,28,2,0,0,0,0,0,0,0,14,0.004774684
359,3,89,10674,46,5,1,Noon,2,11,4,27,0,0,2,0,0,0,0,0,10,0.023705564
360,3,82,15605,34,5,1,Noon,15,9,7,31,0,0,1,0,2,0,0,0,15,0.004513462
361,3,71,9945,90,5,1,Evening,15,9,3,39,1,0,0,0,0,0,0,0,16,0.00428238
362,3,67,9010,45,4,0,Noon,15,9,4,26,0,0,1,0,0,0,0,0,12,0.039228723
363,3,85,12383,33,3,0,Evening,15,9,4,30,1,0,1,0,0,0,0,0,16,0.003722121
364,3,76,14908,34,3,0,Evening,15,9,4,16,1,0,2,0,1,0,0,0,12,0.005613869
365,3,85,12383,33,2,0,Evening,15,9,4,30,1,0,1,0,0,0,0,0,16,0.006330355
366,3,118,29451,13,3,0,Noon,1,5,10,29,2,0,2,0,0,0,0,0,10,0.00779254
367,3,93,23028,21,1,0,Evening,15,9,10,25,0,0,1,0,0,0,0,0,12,0.006252875
368,3,93,23028,21,2,0,Noon,15,9,10,25,0,0,1,0,0,0,0,0,12,0.005492091
369,3,93,23028,21,2,0,Morning,15,9,10,25,0,0,1,0,0,0,0,0,12,0.006674082
370,10,100,33099,13,4,0,Evening,1,5,15,27,0,0,0,0,0,0,0,0,10,0.009125976
371,3,76,19716,25,6,1,Noon,15,9,10,21,1,0,1,0,0,0,0,0,12,0.006504934
372,3,80,19716,25,4,0,Noon,15,9,10,21,1,0,1,0,0,0,0,0,10,0.010287759057700907
373,3,91,9648,34,4,0,Noon,15,9,4,26,0,0,0,0,0,0,0,0,15,0.00483735
374,3,68,2944,43,4,0,Evening,9,34,2,43,1,0,0,0,0,0,0,0,12,0.12554112554112554
375,3,79,6064,95,3,0,Evening,15,9,3,19,0,0,0,0,0,0,0,0,15,0.002522235
376,3,93,7990,51,6,1,Noon,15,9,3,29,1,0,0,0,0,0,0,0,12,0.010262837
377,3,80,19716,25,3,0,Evening,15,9,10,20,1,0,1,0,0,0,0,0,12,0.022296544035674472
378,3,80,19716,25,3,0,Noon,15,9,10,20,1,0,1,0,0,0,0,0,12,0.020989505247376312
379,3,80,19716,25,4,0,Morning,15,9,10,20,1,0,1,0,0,0,0,0,12,0.01384083
380,3,47,6987,51,5,1,Morning,6,10,3,15,2,0,0,0,0,0,0,0,14,0.052536232
381,3,85,23246,12,2,0,Noon,1,5,2,21,1,0,2,0,0,0,0,0,10,0.008863318
382,3,85,26483,10,2,0,Noon,1,5,13,29,1,0,3,0,0,0,0,0,13,0.010416666666666666
383,3,85,26483,10,2,0,Noon,1,5,13,29,1,0,3,0,0,0,0,0,16,0.006315125
384,3,95,19716,25,2,0,Evening,15,9,10,20,1,0,1,0,0,0,0,0,7,0.006804247
385,3,99,20663,16,2,0,Evening,15,13,10,30,0,0,5,0,1,1,0,1,12,0.010035812442741734
386,3,102,24438,16,1,0,Evening,15,13,11,27,2,0,2,0,0,1,0,0,16,0.004937084
387,3,86,21258,19,0,0,Evening,15,13,11,27,2,0,2,0,0,1,0,0,12,0.00547452
388,3,73,11243,24,5,1,Morning,10,42,0,31,1,0,2,0,0,0,0,0,12,0.086419753
389,3,82,4645,19,4,0,Evening,9,34,0,24,1,0,1,0,0,0,0,0,12,0.067901235
390,3,78,9603,33,4,0,Evening,15,9,4,26,0,0,0,0,0,0,0,0,10,0.00761851
391,3,103,13971,24,4,0,Noon,1,5,3,20,0,0,2,0,0,0,0,0,13,0.012413979220078263
392,3,103,13962,24,4,0,Noon,1,5,2,16,0,0,2,0,0,0,0,0,10,0.007969303
393,3,103,13971,24,4,0,Noon,1,5,3,20,0,0,2,0,0,0,0,0,16,0.006787687
394,3,69,3708,108,3,0,Evening,6,10,2,42,2,0,0,0,0,0,0,0,12,0.023240800516462237
395,3,99,17902,26,3,0,Evening,1,5,1,19,0,0,1,0,0,0,0,0,10,0.00475695
396,3,80,22611,19,2,0,Evening,1,5,4,30,2,0,2,0,0,0,0,0,11,0.002067483
397,3,78,9603,33,3,0,Evening,15,9,4,26,0,0,0,0,0,0,0,0,13,0.009806974
398,3,97,5164,74,2,0,Evening,15,9,1,32,1,0,0,0,2,0,0,0,10,0.007324841
399,3,74,9477,20,2,0,Noon,1,5,3,15,0,0,3,0,0,0,0,0,14,0.049826188
400,3,78,11475,25,3,0,Evening,10,42,0,25,1,0,0,0,0,0,0,0,14,0.091666667
401,3,101,17546,19,1,0,Evening,1,5,2,21,2,0,1,0,0,0,0,0,10,0.007585899
402,3,89,13488,38,1,0,Noon,1,5,4,27,1,0,0,0,0,0,0,0,16,0.001152406
403,3,89,17821,25,0,0,Evening,1,5,3,30,0,0,1,0,0,0,0,0,7,0.007593797
404,3,101,22617,19,1,0,Evening,1,5,4,30,2,0,2,0,0,0,0,0,16,0.004037358
405,3,89,17821,25,0,0,Evening,1,5,3,30,0,0,1,0,0,0,0,0,1,0.0037737
406,3,92,7914,29,2,0,Evening,1,5,0,34,1,0,0,0,0,0,0,0,14,0.014990046
407,3,75,9560,22,5,1,Noon,1,5,4,17,0,0,1,0,0,0,0,0,12,0.045961003
408,3,81,16515,14,2,0,Evening,1,5,0,31,1,0,0,0,0,0,0,0,14,0.009840516
409,3,82,18101,16,5,1,Evening,1,5,5,21,2,0,0,0,0,0,0,0,12,0.008800161
410,3,64,12089,40,4,0,Noon,10,42,4,28,1,0,0,0,0,0,0,0,12,0.010062678
411,3,66,13610,40,4,0,Evening,15,31,3,37,0,0,1,0,1,0,0,1,12,0.002852396
412,3,100,17716,26,2,0,Evening,1,5,4,27,0,0,4,0,0,0,0,0,15,0.001999132
413,3,81,14057,46,2,0,Evening,15,1,4,30,0,0,0,0,3,0,0,1,16,0.008921104
414,3,62,9428,18,3,0,Noon,1,5,3,15,0,0,2,0,0,0,0,0,14,0.029565217
415,3,91,12152,39,1,0,Evening,15,31,4,33,0,0,1,0,0,0,0,0,11,0.005448946
416,3,64,12095,41,3,0,Noon,1,5,4,29,1,0,0,0,0,0,0,0,16,0.008899508
417,3,90,13689,35,1,0,Evening,15,1,4,26,1,0,1,0,0,0,0,0,11,0.005512492
418,3,100,17737,27,1,0,Noon,1,5,1,26,0,0,2,0,0,0,0,0,10,0.010324825986078886
419,3,90,13689,35,1,0,Evening,15,1,4,26,1,0,1,0,0,0,0,0,15,0.00174728
420,3,91,12152,39,1,0,Evening,15,31,4,33,0,0,1,0,0,0,0,0,15,0.001879699
421,3,82,15605,34,4,0,Evening,15,9,7,31,0,0,1,0,2,0,0,0,15,0.005121707
422,3,83,17933,29,0,0,Evening,10,42,4,32,0,0,1,0,1,0,0,0,12,0.012207603699499414
423,3,179,30541,12,0,0,Evening,1,5,17,17,1,0,0,0,0,0,0,0,1,0.001778764
424,3,77,40968,11,0,0,Evening,1,5,23,15,1,0,0,0,0,0,0,0,1,0.004417525
425,3,76,12158,39,0,0,Evening,15,31,4,33,0,0,1,0,3,0,0,0,5,0.003659318
426,3,89,13689,35,0,0,Evening,15,1,4,26,1,0,1,0,3,0,0,0,5,0.004746611
427,3,72,9572,22,5,1,Noon,1,5,4,17,0,0,1,0,0,0,0,0,12,0.036000000000000004
428,0,83,6441,125,4,0,Evening,15,9,3,28,1,0,0,0,0,0,4999,0,15,0.012607263410468096
429,3,177,17933,29,4,0,Noon,10,42,4,32,0,0,1,0,1,0,0,0,12,0.011184415
430,3,120,29519,14,3,0,Noon,1,5,11,31,2,0,3,0,1,0,0,0,16,0.005533427
431,3,50,7304,65,3,0,Noon,6,10,5,37,2,0,0,0,0,0,0,0,4,0.058355438
432,3,103,15855,24,2,0,Evening,15,9,6,30,0,0,0,0,0,0,0,0,12,0.003274691
433,3,95,12372,22,3,0,Evening,15,9,2,16,0,0,0,0,0,0,0,1,12,0.009009235
434,3,54,9395,18,2,0,Noon,1,5,3,15,0,0,2,0,0,0,0,0,14,0.050884955752212385
435,3,82,23587,14,2,0,Noon,1,5,11,28,0,0,2,0,0,0,0,0,11,0.00218869
436,3,53,7156,57,2,0,Evening,6,10,4,15,0,0,0,0,0,0,0,0,4,0.001212765
437,3,45,8997,33,2,0,Evening,1,5,1,14,0,0,0,0,0,0,0,0,12,0.16083916083916086
438,3,67,4084,103,1,0,Evening,6,26,0,0,1,0,0,0,0,0,0,0,10,0
439,3,67,4863,166,1,0,Evening,6,26,0,0,1,0,0,0,0,0,0,0,10,0
440,3,97,23587,14,1,0,Noon,1,5,11,28,0,0,2,0,0,0,0,0,16,0.003511952
441,3,97,23587,14,0,0,Evening,1,5,11,28,0,0,2,0,0,0,0,0,1,0.002203345
442,3,72,12456,20,5,1,Noon,1,5,4,16,0,0,1,0,0,0,0,0,12,0.042424242424242434
443,3,89,5750,32,5,1,Noon,1,5,3,23,2,0,0,0,0,0,0,0,12,0.14414414414414414
444,3,86,14596,17,5,1,Noon,9,34,0,31,1,0,1,0,0,0,0,0,12,0.066525124
445,3,95,14670,19,5,1,Noon,9,34,0,31,0,0,1,0,0,0,0,0,12,0.084865629
446,3,97,14775,20,5,1,Morning,9,34,0,31,1,0,1,0,0,0,0,0,12,0.08409894
447,3,71,7478,70,5,1,Evening,6,26,3,17,0,0,0,0,0,0,0,0,14,0.098622312
448,3,98,17466,16,5,1,Morning,9,34,0,29,1,0,0,0,0,0,0,0,12,0.12579505300353358
449,3,82,7173,25,6,1,Morning,1,5,3,22,2,0,0,0,0,0,0,0,12,0.1907356948228883
450,3,86,31535,11,4,0,Noon,1,5,1,32,1,0,1,0,0,0,0,0,10,0.008153137
451,3,89,5750,32,4,0,Noon,1,5,3,23,2,0,0,0,0,0,0,0,12,0.1193029490616622
452,3,83,8993,61,4,0,Evening,15,9,2,30,0,0,0,0,0,0,0,0,12,0.001756808
453,3,83,9471,28,4,0,Noon,15,9,3,33,2,0,0,0,0,0,0,1,10,0.022175290390707498
454,3,89,9684,21,4,0,Morning,6,26,3,36,0,0,1,0,0,0,0,0,14,0.16960265423809148
455,3,91,12343,23,4,0,Noon,1,5,4,23,2,0,0,0,0,0,0,0,12,0.012978986402966623
456,3,55,11039,38,1,0,Evening,15,9,3,27,1,0,2,0,0,0,0,0,16,0.011493707
457,3,159,11617,20,3,0,Evening,6,26,6,46,1,0,0,0,0,0,0,0,12,0.025269759291708938
458,3,168,25997,12,3,0,Evening,1,5,7,30,2,0,0,0,0,0,0,0,16,0.005931739
459,3,94,20375,18,3,0,Noon,6,26,7,36,1,0,0,0,2,0,0,0,12,0.072724569
460,3,56,14559,22,1,0,Evening,15,9,2,25,1,0,0,0,0,0,0,0,15,0.003279334
461,3,54,10820,18,2,0,Evening,1,5,3,15,0,0,2,0,0,0,0,0,14,0.077160494
462,3,67,8979,45,2,0,Noon,15,9,4,31,2,0,0,0,0,0,0,0,12,0.049504950495049514
463,3,93,11396,40,2,0,Evening,15,9,4,33,1,0,2,0,0,0,0,0,12,0.044392523
464,3,103,30674,14,1,0,Evening,1,5,16,15,1,0,1,0,0,0,0,0,16,0.003749792
465,3,84,10083,38,1,0,Evening,6,26,4,21,1,0,1,0,0,0,0,0,12,0.12064752596212586
466,3,88,33120,13,1,0,Evening,1,5,0,24,1,0,1,0,0,0,0,0,10,0.009007245
467,3,115,24950,20,1,0,Evening,15,13,9,34,1,0,0,0,0,0,0,1,5,0.004076428
468,3,95,16376,23,1,0,Evening,9,34,4,23,0,0,0,0,0,0,0,0,12,0.007388482
469,3,107,18887,17,1,0,Noon,6,26,7,38,1,0,0,0,0,0,0,0,12,0.006356413
470,3,112,16133,27,0,0,Evening,6,26,12,22,2,0,1,0,0,0,0,0,4,0.012035718907726155
471,3,88,7491,33,1,0,Evening,1,5,4,22,0,0,0,0,0,0,0,0,10,0.021379980563654036
472,3,179,30693,14,0,0,Evening,1,5,16,16,1,0,1,0,0,0,0,0,7,0.003572189
473,3,109,15697,21,0,0,Evening,15,9,6,27,0,0,0,0,0,0,0,0,10,0.007353561
474,3,211,30693,14,0,0,Evening,1,5,16,16,1,0,1,0,0,0,0,0,1,0.002558137
475,3,121,25252,13,0,0,Evening,6,26,15,43,0,0,2,0,0,0,0,0,16,0.024515393
476,3,92,8809,38,2,0,Noon,15,9,4,28,2,0,0,0,0,0,0,0,12,0.09375
477,3,107,17438,19,6,1,Noon,6,26,7,38,1,0,0,0,0,0,0,0,12,0.077473609
478,3,112,16133,27,6,1,Noon,6,26,12,22,2,0,1,0,0,0,0,0,12,0.008907466
479,3,67,8979,45,5,1,Noon,15,9,4,31,2,0,0,0,0,0,0,0,12,0.038935756
480,10,91,32475,12,4,0,Noon,1,5,2,32,1,0,0,0,0,0,0,0,10,0.007994315
481,3,75,9045,30,5,1,Noon,6,26,1,28,2,0,0,0,0,0,0,0,14,0.11639549436795996
482,3,69,7505,71,3,0,Evening,15,9,2,30,0,0,0,0,0,0,0,0,10,0.040627687
483,3,97,7803,29,4,0,Evening,15,9,1,39,2,0,0,0,0,0,0,1,10,0.023851076
484,3,105,10968,30,4,0,Evening,15,9,3,31,1,0,0,0,0,0,0,0,13,0.017648356496801236
485,10,81,32520,12,3,0,Noon,1,5,10,31,0,0,0,0,0,0,0,0,16,0.005190721
486,3,91,5036,43,2,0,Evening,15,9,2,20,0,0,0,0,0,0,0,0,15,0.013433356594556871
487,3,69,7505,71,2,0,Evening,15,9,2,30,0,0,0,0,0,0,0,0,16,0.024254914394419784
488,3,115,18561,17,1,0,Noon,1,5,5,22,1,0,2,0,0,0,0,0,10,0.016270001
489,3,93,11556,44,1,0,Evening,15,9,4,37,0,0,1,0,0,0,0,0,13,0.019933554817275743
490,3,68,7967,20,0,0,Evening,1,5,3,15,0,0,2,0,0,0,0,0,14,0.038461538461538464
491,3,82,8392,39,1,0,Evening,15,9,3,25,2,0,0,0,0,0,0,0,10,0.031578947
492,3,202,28197,11,1,0,Noon,1,5,10,29,0,0,2,0,0,0,0,0,4,0.009992314
493,3,87,8992,35,0,0,Evening,1,5,4,22,1,0,0,0,2,0,0,0,1,0.002920412
494,3,78,10410,25,5,1,Noon,6,26,1,28,0,0,0,0,0,0,0,0,14,0.16933638443935928
495,3,72,9568,22,5,1,Noon,1,5,4,16,0,0,1,0,0,0,0,0,12,0.010989011
496,3,94,5735,44,4,0,Evening,15,9,2,20,0,0,0,0,0,0,0,0,6,0.011941662044438644
497,3,86,17295,20,4,0,Evening,10,42,3,21,0,0,2,0,0,0,0,0,12,0.056497175
498,3,82,22704,11,4,0,Evening,1,5,2,31,0,0,1,0,0,0,0,0,16,0.003963409
499,3,109,5749,66,4,0,Evening,15,9,3,25,0,0,0,0,0,0,0,0,7,0.009521252
500,3,122,14500,13,3,0,Evening,10,42,0,31,1,0,0,0,0,0,0,0,14,0.1796875
501,3,120,16207,17,3,0,Evening,1,5,5,33,0,0,1,0,0,0,0,0,16,0.00884891
502,3,109,5749,66,3,0,Evening,15,9,3,25,0,0,0,0,0,0,0,0,7,0.003524329
503,3,57,11765,20,3,0,Evening,15,9,3,35,0,0,0,0,0,0,0,0,13,0.034927866362946085
504,3,126,14561,15,3,0,Evening,10,42,0,31,0,0,0,0,0,0,0,0,14,0.007064364
505,3,92,13141,21,2,0,Evening,1,5,4,29,2,0,1,0,1,0,0,0,12,0.003217533
506,3,92,13191,22,1,0,Evening,1,5,4,34,2,0,1,0,1,0,0,0,12,0.005006515
507,3,62,13015,28,2,0,Evening,10,42,2,30,1,0,0,0,0,0,0,0,12,0.007789482
508,3,91,9016,17,1,0,Noon,9,34,4,24,2,0,0,0,0,0,0,0,12,0.009328115
509,2,85,2051,176,2,0,Evening,9,34,0,10,1,1,0,0,0,0,0,0,12,0.07079646
510,3,97,15451,31,3,0,Noon,6,26,14,17,1,0,1,0,0,0,0,0,13,0.009896147
511,3,94,12255,13,6,1,Evening,6,23,3,21,3,0,0,0,0,0,0,0,14,0.045072912
512,3,123,10006,55,4,0,Noon,6,23,4,25,2,0,1,0,0,0,0,1,14,0.009823583
513,3,98,14975,23,3,0,Evening,6,26,6,36,2,0,0,0,0,0,0,0,12,0.00867052
514,3,114,26423,14,3,0,Evening,1,5,7,38,2,0,2,0,0,0,0,0,16,0.002028094
515,3,98,14975,23,3,0,Noon,6,26,6,36,2,0,0,0,0,0,0,0,12,0.03783896
516,3,111,29263,13,2,0,Evening,1,5,6,35,2,0,2,0,0,0,0,0,10,0.01
517,3,109,15826,23,2,0,Evening,15,9,6,36,0,0,0,0,0,0,0,0,12,0.026493039964077238
518,3,103,20545,17,2,0,Noon,6,26,4,32,1,0,0,0,0,0,0,0,12,0.043478260869565216
519,3,103,20545,17,1,0,Evening,6,26,4,32,1,0,0,0,0,0,0,0,12,0.009009009
520,3,101,9547,27,0,0,Evening,1,5,6,21,0,0,0,0,1,0,0,0,10,0.014396021463159272
521,3,64,9760,25,5,1,Noon,6,23,3,26,0,0,1,0,0,0,0,0,14,0.026359956560371208
522,3,122,14857,27,4,0,Noon,6,23,4,26,2,0,3,0,0,0,0,0,12,0.02131585
523,14,102,26787,17,2,0,Noon,6,26,4,30,1,0,0,0,0,0,0,0,12,0.006896552
524,3,88,30373,12,3,0,Evening,1,5,10,28,1,0,2,0,0,0,0,0,16,0.00660976
525,3,96,21952,13,0,0,Evening,15,13,9,32,0,0,0,0,0,0,0,0,12,0.00409649
526,3,86,21252,21,4,0,Evening,15,13,5,32,1,0,1,0,0,1,0,0,12,0.002781809
527,3,72,9565,22,5,1,Noon,1,5,4,16,0,0,1,0,0,0,0,0,12,0.049295775
528,3,108,19050,23,3,0,Evening,1,5,6,29,2,0,2,0,0,0,0,0,12,0.005484146
529,3,131,21778,17,2,0,Evening,6,23,6,23,0,0,1,0,0,0,0,0,12,0.007508601
530,3,102,26787,17,1,0,Evening,6,26,4,30,1,0,0,0,0,0,0,0,12,0.00621118
531,3,127,19039,22,1,0,Evening,1,5,7,29,2,0,2,0,0,0,0,0,12,0.004108383
532,14,102,26787,17,0,0,Evening,6,26,4,30,1,0,0,0,0,0,0,0,12,0.009916201
533,3,117,15689,35,2,0,Evening,6,23,4,25,0,0,4,0,0,0,0,0,12,0.00518184
